DataPoint,Cycle Index,Step Index,Step started to end the identification ,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mΩ),Module start-stop switch,SOC/DOD(%),LgD
94,1,1,,CCCV Chg,00:46:30,00:46:30,49.9966,54.4442,38.7498,38749764.27,38.7498,38749764.27,0.0000,0.00,2100.5963,2100596280.89,2100.5963,2100596280.89,0.0000,0.00,2024-07-01 13:34:24,2722.0260,47892.6,47892597.7,0.00,Close,50.27,
95,1,1,,CCCV Chg,00:47:00,00:47:00,49.9979,54.4559,39.1664,39166421.33,39.1664,39166421.33,0.0000,0.00,2123.2839,2123283933.87,2123.2839,2123283933.87,0.0000,0.00,2024-07-01 13:34:54,2722.6785,35611.7,35611715.1,0.00,Close,50.81,
96,1,1,,CCCV Chg,00:47:30,00:47:30,49.9940,54.4667,39.5831,39583089.78,39.5831,39583089.78,0.0000,0.00,2145.9760,2145975955.91,2145.9760,2145975955.91,0.0000,0.00,2024-07-01 13:35:24,2723.0104,38580.4,38580411.5,0.00,Close,51.36,
97,1,1,,CCCV Chg,00:48:00,00:48:00,49.9986,54.4788,39.9997,39999749.69,39.9997,39999749.69,0.0000,0.00,2168.6729,2168672893.16,2168.6729,2168672893.16,0.0000,0.00,2024-07-01 13:35:54,2723.8654,34434.7,34434703.4,0.00,Close,51.90,
98,1,1,,CCCV Chg,00:48:30,00:48:30,50.0062,54.4893,40.4164,40416412.44,40.4164,40416412.44,0.0000,0.00,2191.3746,2191374563.56,2191.3746,2191374563.56,0.0000,0.00,2024-07-01 13:36:24,2724.8023,39682.2,39682167.2,0.00,Close,52.44,
99,1,1,,CCCV Chg,00:49:00,00:49:00,49.9989,54.5000,40.8331,40833075.20,40.8331,40833075.20,0.0000,0.00,2214.0806,2214080603.02,2214.0806,2214080603.02,0.0000,0.00,2024-07-01 13:36:54,2724.9401,38940.4,38940444.4,0.00,Close,52.98,
100,1,1,,CCCV Chg,00:49:30,00:49:30,49.9987,54.5106,41.2497,41249737.96,41.2497,41249737.96,0.0000,0.00,2236.7906,2236790647.47,2236.7906,2236790647.47,0.0000,0.00,2024-07-01 13:37:24,2725.4580,39307.8,39307807.1,0.00,Close,53.52,
101,1,1,,CCCV Chg,00:50:00,00:50:00,49.9978,54.5209,41.6664,41666400.71,41.6664,41666400.71,0.0000,0.00,2259.5049,2259504878.93,2259.5049,2259504878.93,0.0000,0.00,2024-07-01 13:37:54,2725.9256,40452.7,40452694.7,0.00,Close,54.06,
102,1,1,,CCCV Chg,00:50:30,00:50:30,50.0023,54.5294,42.0831,42083063.47,42.0831,42083063.47,0.0000,0.00,2282.2233,2282223297.42,2282.2233,2282223297.42,0.0000,0.00,2024-07-01 13:38:24,2726.5954,49019.1,49019147.7,0.00,Close,54.60,
103,1,1,,CCCV Chg,00:51:00,00:51:00,49.9979,54.5392,42.4997,42499729.07,42.4997,42499729.07,0.0000,0.00,2304.9457,2304945720.89,2304.9457,2304945720.89,0.0000,0.00,2024-07-01 13:38:54,2726.8471,42516.9,42516898.0,0.00,Close,55.14,
104,1,1,,CCCV Chg,00:51:30,00:51:30,50.0002,54.5482,42.9164,42916391.82,42.9164,42916391.82,0.0000,0.00,2327.6720,2327671967.29,2327.6720,2327671967.29,0.0000,0.00,2024-07-01 13:39:24,2727.4215,46295.9,46295861.7,0.00,Close,55.68,
105,1,1,,CCCV Chg,00:52:00,00:52:00,49.9956,54.5564,43.3331,43333054.58,43.3331,43333054.58,0.0000,0.00,2350.4017,2350401672.53,2350.4017,2350401672.53,0.0000,0.00,2024-07-01 13:39:54,2727.5827,50812.5,50812531.2,0.00,Close,56.22,
106,1,1,,CCCV Chg,00:52:30,00:52:30,49.9990,54.5644,43.7497,43749711.64,43.7497,43749711.64,0.0000,0.00,2373.1348,2373134836.62,2373.1348,2373134836.62,0.0000,0.00,2024-07-01 13:40:24,2728.1633,52082.1,52082133.3,0.00,Close,56.76,
107,1,1,,CCCV Chg,00:53:00,00:53:00,49.9986,54.5709,44.1664,44166374.40,44.1664,44166374.40,0.0000,0.00,2395.8707,2395870731.38,2395.8707,2395870731.38,0.0000,0.00,2024-07-01 13:40:54,2728.4697,64102.0,64101962.4,0.00,Close,57.30,
108,1,1,,CCCV Chg,00:53:30,00:53:30,50.0014,54.5766,44.5830,44583031.47,44.5830,44583031.47,0.0000,0.00,2418.6097,2418609720.89,2418.6097,2418609720.89,0.0000,0.00,2024-07-01 13:41:24,2728.9091,73097.7,73097731.0,0.00,Close,57.84,
109,1,1,,CCCV Chg,00:54:00,00:54:00,50.0020,54.5850,44.9997,44999694.22,44.9997,44999694.22,0.0000,0.00,2441.3520,2441351987.20,2441.3520,2441351987.20,0.0000,0.00,2024-07-01 13:41:54,2729.3592,49602.7,49602709.0,0.00,Close,58.38,
110,1,1,,CCCV Chg,00:54:30,00:54:30,50.0054,54.5923,45.4164,45416351.29,45.4164,45416351.29,0.0000,0.00,2464.0964,2464096438.04,2464.0964,2464096438.04,0.0000,0.00,2024-07-01 13:42:24,2729.9114,57076.3,57076310.5,0.00,Close,58.92,
111,1,1,,CCCV Chg,00:55:00,00:55:00,49.9994,54.5993,45.8330,45833016.89,45.8330,45833016.89,0.0000,0.00,2486.8443,2486844347.73,2486.8443,2486844347.73,0.0000,0.00,2024-07-01 13:42:54,2729.9317,59523.7,59523657.1,0.00,Close,59.46,
112,1,1,,CCCV Chg,00:55:30,00:55:30,50.0011,54.6058,46.2497,46249676.80,46.2497,46249676.80,0.0000,0.00,2509.5948,2509594806.04,2509.5948,2509594806.04,0.0000,0.00,2024-07-01 13:43:24,2730.3506,64101.5,64101524.8,0.00,Close,60.00,
113,1,1,,CCCV Chg,00:56:00,00:56:00,49.9973,54.6124,46.6663,46666336.71,46.6663,46666336.71,0.0000,0.00,2532.3478,2532347812.98,2532.3478,2532347812.98,0.0000,0.00,2024-07-01 13:43:54,2730.4698,63130.3,63130289.6,0.00,Close,60.55,
114,1,1,,CCCV Chg,00:56:30,00:56:30,49.9977,54.6170,47.0830,47082996.62,47.0830,47082996.62,0.0000,0.00,2555.1034,2555103368.53,2555.1034,2555103368.53,0.0000,0.00,2024-07-01 13:44:24,2730.7222,90578.2,90578241.5,0.00,Close,61.09,
115,1,1,,CCCV Chg,00:57:00,00:57:00,50.0025,54.6216,47.4997,47499656.53,47.4997,47499656.53,0.0000,0.00,2577.8607,2577860744.53,2577.8607,2577860744.53,0.0000,0.00,2024-07-01 13:44:54,2731.2149,90578.2,90578241.5,0.00,Close,61.63,
116,1,1,,CCCV Chg,00:57:30,00:57:30,49.9946,54.6252,47.9163,47916316.44,47.9163,47916316.44,0.0000,0.00,2600.6203,2600620305.07,2600.6203,2600620305.07,0.0000,0.00,2024-07-01 13:45:24,2730.9656,115738.9,115738864.2,0.00,Close,62.17,
117,1,1,,CCCV Chg,00:58:00,00:58:00,49.9987,54.6310,48.3330,48332976.36,48.3330,48332976.36,0.0000,0.00,2623.3819,2623381868.09,2623.3819,2623381868.09,0.0000,0.00,2024-07-01 13:45:54,2731.4790,71837.9,71837915.7,0.00,Close,62.71,
118,1,1,,CCCV Chg,00:58:30,00:58:30,50.0031,54.6355,48.7496,48749641.96,48.7496,48749641.96,0.0000,0.00,2646.1456,2646145615.64,2646.1456,2646145615.64,0.0000,0.00,2024-07-01 13:46:24,2731.9471,92592.4,92592355.6,0.00,Close,63.25,
119,1,1,,CCCV Chg,00:59:00,00:59:00,50.0025,54.6403,49.1663,49166296.18,49.1663,49166296.18,0.0000,0.00,2668.9115,2668911547.73,2668.9115,2668911547.73,0.0000,0.00,2024-07-01 13:46:54,2732.1494,86803.0,86802963.0,0.00,Close,63.79,
120,1,1,,CCCV Chg,00:59:30,00:59:30,50.0010,54.6452,49.5830,49582961.78,49.5830,49582961.78,0.0000,0.00,2691.6797,2691679664.36,2691.6797,2691679664.36,0.0000,0.00,2024-07-01 13:47:24,2732.3168,85033.8,85033795.9,0.00,Close,64.33,
121,1,1,,CCCV Chg,01:00:00,01:00:00,50.0022,54.6535,49.9996,49999616.00,49.9996,49999616.00,0.0000,0.00,2714.4505,2714450511.64,2714.4505,2714450511.64,0.0000,0.00,2024-07-01 13:47:54,2732.7936,50199.3,50199303.9,0.00,Close,64.87,
122,1,1,,CCCV Chg,01:00:30,01:00:30,50.0081,54.6586,50.4163,50416287.29,50.4163,50416287.29,0.0000,0.00,2737.2237,2737223725.51,2737.2237,2737223725.51,0.0000,0.00,2024-07-01 13:48:24,2733.3755,81700.3,81700252.7,0.00,Close,65.41,
123,1,1,,CCCV Chg,01:01:00,01:01:00,50.0024,54.6657,50.8329,50832941.51,50.8329,50832941.51,0.0000,0.00,2759.9995,2759999488.00,2759.9995,2759999488.00,0.0000,0.00,2024-07-01 13:48:54,2733.4173,58683.7,58683693.3,0.00,Close,65.95,
124,1,1,,CCCV Chg,01:01:30,01:01:30,50.0020,54.6701,51.2496,51249607.11,51.2496,51249607.11,0.0000,0.00,2782.7769,2782776888.89,2782.7769,2782776888.89,0.0000,0.00,2024-07-01 13:49:24,2733.6122,94696.7,94696727.3,0.00,Close,66.49,
125,1,1,,CCCV Chg,01:02:00,01:02:00,49.9979,54.6740,51.6663,51666267.02,51.6663,51666267.02,0.0000,0.00,2805.5563,2805556292.27,2805.5563,2805556292.27,0.0000,0.00,2024-07-01 13:49:54,2733.5868,106835.9,106835874.6,0.00,Close,67.03,
126,1,1,,CCCV Chg,01:02:30,01:02:30,50.0015,54.6800,52.0829,52082926.93,52.0829,52082926.93,0.0000,0.00,2828.3377,2828337698.13,2828.3377,2828337698.13,0.0000,0.00,2024-07-01 13:50:24,2734.0831,69443.3,69443318.5,0.00,Close,67.57,
127,1,1,,CCCV Chg,01:03:00,01:03:00,50.0014,54.6842,52.4996,52499586.84,52.4996,52499586.84,0.0000,0.00,2851.1218,2851121834.67,2851.1218,2851121834.67,0.0000,0.00,2024-07-01 13:50:54,2734.2866,99204.7,99204740.7,0.00,Close,68.11,
128,1,1,,CCCV Chg,01:03:30,01:03:30,49.9987,54.6905,52.9162,52916246.76,52.9162,52916246.76,0.0000,0.00,2873.9078,2873907791.64,2873.9078,2873907791.64,0.0000,0.00,2024-07-01 13:51:24,2734.4544,66136.5,66136493.8,0.00,Close,68.65,
129,1,1,,CCCV Chg,01:04:00,01:04:00,50.0009,54.6948,53.3329,53332912.36,53.3329,53332912.36,0.0000,0.00,2896.6958,2896695751.11,2896.6958,2896695751.11,0.0000,0.00,2024-07-01 13:51:54,2734.7865,96899.0,96898976.7,0.00,Close,69.19,
130,1,1,,CCCV Chg,01:04:30,01:04:30,50.0004,54.7005,53.7496,53749572.27,53.7496,53749572.27,0.0000,0.00,2919.4866,2919486623.29,2919.4866,2919486623.29,0.0000,0.00,2024-07-01 13:52:24,2735.0447,73098.2,73098230.0,0.00,Close,69.74,
131,1,1,,CCCV Chg,01:05:00,01:05:00,50.0001,54.7072,54.1662,54166237.87,54.1662,54166237.87,0.0000,0.00,2942.2791,2942279133.87,2942.2791,2942279133.87,0.0000,0.00,2024-07-01 13:52:54,2735.3638,62188.9,62188895.5,0.00,Close,70.28,
132,1,1,,CCCV Chg,01:05:30,01:05:30,49.9837,54.7120,54.5829,54582897.78,54.5829,54582897.78,0.0000,0.00,2965.0742,2965074193.07,2965.0742,2965074193.07,0.0000,0.00,2024-07-01 13:53:24,2734.7104,86804.1,86804148.1,0.00,Close,70.82,
133,1,1,,CCCV Chg,01:06:00,01:06:00,49.9983,54.7172,54.9996,54999557.69,54.9996,54999557.69,0.0000,0.00,2987.8718,2987871800.89,2987.8718,2987871800.89,0.0000,0.00,2024-07-01 13:53:54,2735.7659,80126.9,80126906.0,0.00,Close,71.36,
134,1,1,,CCCV Chg,01:06:30,01:06:30,50.0006,54.7202,55.4162,55416217.60,55.4162,55416217.60,0.0000,0.00,3010.6712,3010671229.16,3010.6712,3010671229.16,0.0000,0.00,2024-07-01 13:54:24,2736.0401,138886.6,138886637.0,0.00,Close,71.90,
135,1,1,,CCCV Chg,01:07:00,01:07:00,50.0046,54.7272,55.8329,55832877.51,55.8329,55832877.51,0.0000,0.00,3033.4728,3033472841.96,3033.4728,3033472841.96,0.0000,0.00,2024-07-01 13:54:54,2736.6112,59522.8,59522844.4,0.00,Close,72.44,
136,1,1,,CCCV Chg,01:07:30,01:07:30,49.9990,54.7306,56.2495,56249543.11,56.2495,56249543.11,0.0000,0.00,3056.2765,3056276457.24,3056.2765,3056276457.24,0.0000,0.00,2024-07-01 13:55:24,2736.4764,122548.7,122548705.9,0.00,Close,72.98,
137,1,1,,CCCV Chg,01:08:00,01:08:00,50.0017,54.7386,56.6662,56666203.02,56.6662,56666203.02,0.0000,0.00,3079.0823,3079082257.07,3079.0823,3079082257.07,0.0000,0.00,2024-07-01 13:55:54,2737.0247,52082.5,52082488.9,0.00,Close,73.52,
138,1,1,,CCCV Chg,01:08:30,01:08:30,50.0014,54.7453,57.0829,57082868.62,57.0829,57082868.62,0.0000,0.00,3101.8910,3101890969.60,3101.8910,3101890969.60,0.0000,0.00,2024-07-01 13:56:24,2737.3416,62188.9,62188895.5,0.00,Close,74.06,
139,1,1,,CCCV Chg,01:09:00,01:09:00,50.0009,54.7517,57.4995,57499534.22,57.4995,57499534.22,0.0000,0.00,3124.7026,3124702594.84,3124.7026,3124702594.84,0.0000,0.00,2024-07-01 13:56:54,2737.6359,65104.0,65104000.0,0.00,Close,74.60,
140,1,1,,CCCV Chg,01:09:30,01:09:30,49.9974,54.7571,57.9162,57916188.44,57.9162,57916188.44,0.0000,0.00,3147.5164,3147516404.62,3147.5164,3147516404.62,0.0000,0.00,2024-07-01 13:57:24,2737.7110,77158.2,77158189.3,0.00,Close,75.14,
141,1,1,,CCCV Chg,01:10:00,01:10:00,49.9932,54.7633,58.3329,58332859.73,58.3329,58332859.73,0.0000,0.00,3170.3331,3170333127.11,3170.3331,3170333127.11,0.0000,0.00,2024-07-01 13:57:54,2737.7915,67205.0,67205046.6,0.00,Close,75.68,
142,1,1,,CCCV Chg,01:10:30,01:10:30,50.0058,54.7697,58.7495,58749513.96,58.7495,58749513.96,0.0000,0.00,3193.1524,3193152398.22,3193.1524,3193152398.22,0.0000,0.00,2024-07-01 13:58:24,2738.8016,65102.2,65102222.2,0.00,Close,76.22,
143,1,1,,CCCV Chg,01:11:00,01:11:00,50.0001,54.7764,59.1662,59166179.56,59.1662,59166179.56,0.0000,0.00,3215.9746,3215974582.04,3215.9746,3215974582.04,0.0000,0.00,2024-07-01 13:58:54,2738.8282,62188.9,62188895.5,0.00,Close,76.76,
144,1,1,,CCCV Chg,01:11:30,01:11:30,49.9998,54.7853,59.5828,59582845.16,59.5828,59582845.16,0.0000,0.00,3238.7993,3238799314.49,3238.7993,3238799314.49,0.0000,0.00,2024-07-01 13:59:24,2739.2529,46816.4,46816359.6,0.00,Close,77.30,
145,1,1,,CCCV Chg,01:12:00,01:12:00,49.9992,54.7894,59.9995,59999505.07,59.9995,59999505.07,0.0000,0.00,3261.6273,3261627323.73,3261.6273,3261627323.73,0.0000,0.00,2024-07-01 13:59:54,2739.4278,101624.4,101624368.6,0.00,Close,77.84,
146,1,1,,CCCV Chg,01:12:30,01:12:30,50.0007,54.7976,60.4162,60416164.98,60.4162,60416164.98,0.0000,0.00,3284.4579,3284457881.60,3284.4579,3284457881.60,0.0000,0.00,2024-07-01 14:00:24,2739.9206,50812.2,50812184.3,0.00,Close,78.38,
147,1,1,,CCCV Chg,01:13:00,01:13:00,50.0033,54.8055,60.8328,60832830.58,60.8328,60832830.58,0.0000,0.00,3307.2917,3307291716.27,3307.2917,3307291716.27,0.0000,0.00,2024-07-01 14:00:54,2740.4548,52742.5,52742481.0,0.00,Close,78.93,
148,1,1,,CCCV Chg,01:13:30,01:13:30,49.9957,54.8141,61.2495,61249490.49,61.2495,61249490.49,0.0000,0.00,3330.1292,3330129191.82,3330.1292,3330129191.82,0.0000,0.00,2024-07-01 14:01:24,2740.4715,48448.8,48448826.9,0.00,Close,79.47,
149,1,1,,CCCV Chg,01:14:00,01:14:00,49.9980,54.8232,61.6662,61666161.78,61.6662,61666161.78,0.0000,0.00,3352.9696,3352969580.09,3352.9696,3352969580.09,0.0000,0.00,2024-07-01 14:01:54,2741.0520,45788.1,45788053.7,0.00,Close,80.01,
150,1,1,,CCCV Chg,01:14:30,01:14:30,50.0015,54.8286,62.0828,62082816.00,62.0828,62082816.00,0.0000,0.00,3375.8132,3375813245.16,3375.8132,3375813245.16,0.0000,0.00,2024-07-01 14:02:24,2741.5144,77158.2,77158189.3,0.00,Close,80.55,
151,1,1,,CCCV Chg,01:15:00,01:15:00,49.9988,54.8359,62.4995,62499481.60,62.4995,62499481.60,0.0000,0.00,3398.6602,3398660187.02,3398.6602,3398660187.02,0.0000,0.00,2024-07-01 14:02:54,2741.7276,57077.5,57077479.5,0.00,Close,81.09,
152,1,1,,CCCV Chg,01:15:30,01:15:30,50.0013,54.8462,62.9161,62916141.51,62.9161,62916141.51,0.0000,0.00,3421.5108,3421510769.78,3421.5108,3421510769.78,0.0000,0.00,2024-07-01 14:03:24,2742.3813,40452.4,40452418.6,0.00,Close,81.63,
153,1,1,,CCCV Chg,01:16:00,01:16:00,50.0016,54.8568,63.3328,63332807.11,63.3328,63332807.11,0.0000,0.00,3444.3646,3444364629.33,3444.3646,3444364629.33,0.0000,0.00,2024-07-01 14:03:54,2742.9294,39308.1,39308075.5,0.00,Close,82.17,
154,1,1,,CCCV Chg,01:16:30,01:16:30,49.9959,54.8648,63.7495,63749472.71,63.7495,63749472.71,0.0000,0.00,3467.2229,3467222857.96,3467.2229,3467222857.96,0.0000,0.00,2024-07-01 14:04:24,2743.0134,52083.2,52083200.0,0.00,Close,82.71,
155,1,1,,CCCV Chg,01:17:00,01:17:00,50.0017,54.8746,64.1661,64166126.93,64.1661,64166126.93,0.0000,0.00,3490.0844,3490084363.38,3490.0844,3490084363.38,0.0000,0.00,2024-07-01 14:04:54,2743.8222,42515.7,42515737.0,0.00,Close,83.25,
156,1,1,,CCCV Chg,01:17:30,01:17:30,50.0011,54.8839,64.5828,64582798.22,64.5828,64582798.22,0.0000,0.00,3512.9499,3512949873.78,3512.9499,3512949873.78,0.0000,0.00,2024-07-01 14:05:24,2744.2548,44803.4,44803364.4,0.00,Close,83.79,
157,1,1,,CCCV Chg,01:18:00,01:18:00,49.9977,54.8916,64.9995,64999458.13,64.9995,64999458.13,0.0000,0.00,3535.8194,3535819389.16,3535.8194,3535819389.16,0.0000,0.00,2024-07-01 14:05:54,2744.4537,54111.7,54111676.8,0.00,Close,84.33,
158,1,1,,CCCV Chg,01:18:30,01:18:30,49.9962,54.9022,65.4161,65416118.04,65.4161,65416118.04,0.0000,0.00,3558.6933,3558693273.60,3558.6933,3558693273.60,0.0000,0.00,2024-07-01 14:06:24,2744.8992,39307.5,39307538.8,0.00,Close,84.87,
159,1,1,,CCCV Chg,01:19:00,01:19:00,49.9997,54.9134,65.8328,65832777.96,65.8328,65832777.96,0.0000,0.00,3581.5715,3581571527.11,3581.5715,3581571527.11,0.0000,0.00,2024-07-01 14:06:54,2745.6546,37201.8,37201777.8,0.00,Close,85.41,
160,1,1,,CCCV Chg,01:19:30,01:19:30,49.9981,54.9249,66.2494,66249443.56,66.2494,66249443.56,0.0000,0.00,3604.4534,3604453421.51,3604.4534,3604453421.51,0.0000,0.00,2024-07-01 14:07:24,2746.1417,36231.8,36231791.3,0.00,Close,85.95,
161,1,1,,CCCV Chg,01:20:00,01:20:00,49.9984,54.9355,66.6661,66666097.78,66.6661,66666097.78,0.0000,0.00,3627.3404,3627340413.16,3627.3404,3627340413.16,0.0000,0.00,2024-07-01 14:07:54,2746.6866,39307.0,39307002.1,0.00,Close,86.49,
162,1,1,,CCCV Chg,01:20:30,01:20:30,49.9978,54.9478,67.0828,67082763.38,67.0828,67082763.38,0.0000,0.00,3650.2332,3650233230.22,3650.2332,3650233230.22,0.0000,0.00,2024-07-01 14:08:24,2747.2686,33875.3,33875252.0,0.00,Close,87.03,
163,1,1,,CCCV Chg,01:21:00,01:21:00,50.0009,54.9614,67.4994,67499428.98,67.4994,67499428.98,0.0000,0.00,3673.1308,3673130780.44,3673.1308,3673130780.44,0.0000,0.00,2024-07-01 14:08:54,2748.1184,30637.2,30637176.5,0.00,Close,87.57,
164,1,1,,CCCV Chg,01:21:30,01:21:30,50.0066,54.9755,67.9161,67916094.58,67.9161,67916094.58,0.0000,0.00,3696.0338,3696033792.00,3696.0338,3696033792.00,0.0000,0.00,2024-07-01 14:09:24,2749.1378,29550.8,29550751.8,0.00,Close,88.11,
165,1,1,,CCCV Chg,01:22:00,01:22:00,49.9986,54.9888,68.3328,68332754.49,68.3328,68332754.49,0.0000,0.00,3718.9423,3718942264.89,3718.9423,3718942264.89,0.0000,0.00,2024-07-01 14:09:54,2749.3619,31327.8,31327812.9,0.00,Close,88.66,
166,1,1,,CCCV Chg,01:22:30,01:22:30,49.9966,55.0038,68.7494,68749414.40,68.7494,68749414.40,0.0000,0.00,3741.8569,3741856927.29,3741.8569,3741856927.29,0.0000,0.00,2024-07-01 14:10:24,2750.0024,27777.3,27777327.4,0.00,Close,89.20,
167,1,1,,CCCV Chg,01:23:00,01:23:00,50.0016,55.0213,69.1661,69166074.31,69.1661,69166074.31,0.0000,0.00,3764.7785,3764778507.38,3764.7785,3764778507.38,0.0000,0.00,2024-07-01 14:10:54,2751.1536,23809.1,23809137.8,0.00,Close,89.74,
168,1,1,,CCCV Chg,01:23:30,01:23:30,50.0074,55.0386,69.5827,69582739.91,69.5827,69582739.91,0.0000,0.00,3787.7066,3787706641.07,3787.7066,3787706641.07,0.0000,0.00,2024-07-01 14:11:24,2752.3345,24084.7,24084716.8,0.00,Close,90.28,
169,1,1,,CCCV Chg,01:24:00,01:24:00,49.9942,55.0572,69.9994,69999405.51,69.9994,69999405.51,0.0000,0.00,3810.6428,3810642784.71,3810.6428,3810642784.71,0.0000,0.00,2024-07-01 14:11:54,2752.5390,22401.4,22401376.3,0.00,Close,90.82,
170,1,1,,CCCV Chg,01:24:30,01:24:30,50.0044,55.0761,70.4161,70416065.42,70.4161,70416065.42,0.0000,0.00,3833.5873,3833587302.40,3833.5873,3833587302.40,0.0000,0.00,2024-07-01 14:12:24,2754.0501,22045.5,22045497.9,0.00,Close,91.36,
171,1,1,,CCCV Chg,01:25:00,01:25:00,50.0003,55.0983,70.8327,70832731.02,70.8327,70832731.02,0.0000,0.00,3856.5398,3856539830.04,3856.5398,3856539830.04,0.0000,0.00,2024-07-01 14:12:54,2754.9321,18768.7,18768720.7,0.00,Close,91.90,
172,1,1,,CCCV Chg,01:25:30,01:25:30,49.9997,55.1200,71.2494,71249396.62,71.2494,71249396.62,0.0000,0.00,3879.5026,3879502552.18,3879.5026,3879502552.18,0.0000,0.00,2024-07-01 14:13:24,2755.9829,19201.2,19201179.7,0.00,Close,92.44,
173,1,1,,CCCV Chg,01:26:00,01:26:00,50.0005,55.1505,71.6661,71666050.84,71.6661,71666050.84,0.0000,0.00,3902.4751,3902475104.71,3902.4751,3902475104.71,0.0000,0.00,2024-07-01 14:13:54,2757.5542,13660.8,13660794.2,0.00,Close,92.98,
174,1,1,,CCCV Chg,01:26:30,01:26:30,49.9951,55.1788,72.0827,72082716.44,72.0827,72082716.44,0.0000,0.00,3925.4593,3925459308.09,3925.4593,3925459308.09,0.0000,0.00,2024-07-01 14:14:24,2758.6674,14723.2,14723166.1,0.00,Close,93.52,
175,1,1,,CCCV Chg,01:27:00,01:27:00,50.0009,55.2095,72.4994,72499382.04,72.4994,72499382.04,0.0000,0.00,3948.4566,3948456618.67,3948.4566,3948456618.67,0.0000,0.00,2024-07-01 14:14:54,2760.5263,13572.2,13572169.4,0.00,Close,94.06,
176,1,1,,CCCV Chg,01:27:30,01:27:30,50.0030,55.2483,72.9160,72916047.64,72.9160,72916047.64,0.0000,0.00,3971.4689,3971468856.89,3971.4689,3971468856.89,0.0000,0.00,2024-07-01 14:15:24,2762.5818,10738.8,10738804.1,0.00,Close,94.60,
177,1,1,,CCCV Chg,01:28:00,01:28:00,50.0001,55.2897,73.3327,73332696.18,73.3327,73332696.18,0.0000,0.00,3994.4971,3994497115.02,3994.4971,3994497115.02,0.0000,0.00,2024-07-01 14:15:54,2764.4933,10064.0,10063974.2,0.00,Close,95.14,
178,1,1,,CCCV Chg,01:28:30,01:28:30,49.9959,55.3407,73.7494,73749361.78,73.7494,73749361.78,0.0000,0.00,4017.5454,4017545398.04,4017.5454,4017545398.04,0.0000,0.00,2024-07-01 14:16:24,2766.8075,8169.9,8169913.7,0.00,Close,95.68,
179,1,1,,CCCV Chg,01:29:00,01:29:00,49.9954,55.4004,74.1660,74166033.07,74.1660,74166033.07,0.0000,0.00,4040.6163,4040616254.58,4040.6163,4040616254.58,0.0000,0.00,2024-07-01 14:16:54,2769.7663,6979.4,6979418.6,0.00,Close,96.22,
180,1,1,,CCCV Chg,01:29:30,01:29:30,49.9934,55.4691,74.5827,74582692.98,74.5827,74582692.98,0.0000,0.00,4063.7126,4063712597.33,4063.7126,4063712597.33,0.0000,0.00,2024-07-01 14:17:24,2773.0906,6064.9,6064918.6,0.00,Close,96.76,
181,1,1,,CCCV Chg,01:30:00,01:30:00,50.0003,55.5545,74.9994,74999352.89,74.9994,74999352.89,0.0000,0.00,4086.8417,4086841708.09,4086.8417,4086841708.09,0.0000,0.00,2024-07-01 14:17:54,2777.7394,4878.9,4878921.7,0.00,Close,97.30,
182,1,1,,CCCV Chg,01:30:30,01:30:30,49.9976,55.6620,75.4160,75416018.49,75.4160,75416018.49,0.0000,0.00,4110.0101,4110010140.44,4110.0101,4110010140.44,0.0000,0.00,2024-07-01 14:18:24,2782.9664,3876.0,3875959.1,0.00,Close,97.85,
183,1,1,,CCCV Chg,01:31:00,01:31:00,50.0044,55.8044,75.8327,75832672.71,75.8327,75832672.71,0.0000,0.00,4133.2310,4133231001.60,4133.2310,4133231001.60,0.0000,0.00,2024-07-01 14:18:54,2790.4667,2925.9,2925942.6,0.00,Close,98.39,
184,1,1,,CCCV Chg,01:31:30,01:31:30,49.9967,56.0034,76.2493,76249344.00,76.2493,76249344.00,0.0000,0.00,4156.5214,4156521403.73,4156.5214,4156521403.73,0.0000,0.00,2024-07-01 14:19:24,2799.9874,2093.8,2093825.6,0.00,Close,98.93,
185,1,1,,CCCV Chg,01:32:00,01:32:00,50.0004,56.3094,76.6660,76665998.22,76.6660,76665998.22,0.0000,0.00,4179.9141,4179914114.84,4179.9141,4179914114.84,0.0000,0.00,2024-07-01 14:19:54,2815.4931,1361.6,1361615.1,0.00,Close,99.47,
186,1,1,,CCCV Chg,01:32:29,01:32:29,0.1556,58.5558,77.0767,77076667.73,77.0767,77076667.73,0.0000,0.00,4203.1412,4203141165.51,4203.1412,4203141165.51,0.0000,0.00,2024-07-01 14:20:23,9.1130,182.8,182812.3,0.00,Close,100.00,
187,1,2,0,Rest,00:00:00,01:32:29,0.0000,59.2915,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:20:23,0.0000,0.0,0.0,0.00,Close,0.00,
