DataPoint,Cycle Index,Step Index,Step started to end the identification ,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mΩ),Module start-stop switch,SOC/DOD(%),LgD
94,1,1,,CCCV Chg,00:46:30,00:46:30,50.0001,54.4843,38.7498,38749755.73,38.7498,38749755.73,0.0000,0.00,2102.2125,2102212471.47,2102.2125,2102212471.47,0.0000,0.00,2024-07-02 09:59:57,2724.2221,45289.7,45289739.1,0.00,Close,49.36,
95,1,1,,CCCV Chg,00:47:00,00:47:00,49.9992,54.4960,39.1664,39166412.80,39.1664,39166412.80,0.0000,0.00,2124.9160,2124915962.31,2124.9160,2124915962.31,0.0000,0.00,2024-07-02 10:00:27,2724.7559,35611.7,35611715.1,0.00,Close,49.89,
96,1,1,,CCCV Chg,00:47:30,00:47:30,49.9976,54.5059,39.5831,39583075.56,39.5831,39583075.56,0.0000,0.00,2147.6242,2147624186.31,2147.6242,2147624186.31,0.0000,0.00,2024-07-02 10:00:57,2725.1653,42087.1,42087147.0,0.00,Close,50.42,
97,1,1,,CCCV Chg,00:48:00,00:48:00,49.9993,54.5149,39.9997,39999732.62,39.9997,39999732.62,0.0000,0.00,2170.3364,2170336415.29,2170.3364,2170336415.29,0.0000,0.00,2024-07-02 10:01:27,2725.7074,46295.2,46295229.6,0.00,Close,50.95,
98,1,1,,CCCV Chg,00:48:30,00:48:30,49.9987,54.5251,40.4164,40416401.07,40.4164,40416401.07,0.0000,0.00,2193.0528,2193052831.29,2193.0528,2193052831.29,0.0000,0.00,2024-07-02 10:01:57,2726.1863,40849.8,40849847.5,0.00,Close,51.48,
99,1,1,,CCCV Chg,00:49:00,00:49:00,49.9991,54.5377,40.8331,40833060.98,40.8331,40833060.98,0.0000,0.00,2215.7743,2215774344.53,2215.7743,2215774344.53,0.0000,0.00,2024-07-02 10:02:27,2726.8359,33068.2,33068246.9,0.00,Close,52.01,
100,1,1,,CCCV Chg,00:49:30,00:49:30,49.9974,54.5488,41.2497,41249729.42,41.2497,41249729.42,0.0000,0.00,2238.5002,2238500226.84,2238.5002,2238500226.84,0.0000,0.00,2024-07-02 10:02:57,2727.2987,37537.7,37537697.7,0.00,Close,52.54,
101,1,1,,CCCV Chg,00:50:00,00:50:00,49.9997,54.5570,41.6664,41666392.18,41.6664,41666392.18,0.0000,0.00,2261.2303,2261230296.18,2261.2303,2261230296.18,0.0000,0.00,2024-07-02 10:03:27,2727.8342,50812.5,50812531.2,0.00,Close,53.07,
102,1,1,,CCCV Chg,00:50:30,00:50:30,50.0004,54.5665,42.0831,42083057.78,42.0831,42083057.78,0.0000,0.00,2283.9644,2283964370.49,2283.9644,2283964370.49,0.0000,0.00,2024-07-02 10:03:57,2728.3474,43859.5,43859536.8,0.00,Close,53.60,
103,1,1,,CCCV Chg,00:51:00,00:51:00,50.0048,54.5747,42.4997,42499723.38,42.4997,42499723.38,0.0000,0.00,2306.7021,2306702085.69,2306.7021,2306702085.69,0.0000,0.00,2024-07-02 10:04:27,2728.9953,50812.9,50812878.0,0.00,Close,54.13,
104,1,1,,CCCV Chg,00:51:30,00:51:30,50.0024,54.5835,42.9164,42916386.13,42.9164,42916386.13,0.0000,0.00,2329.4438,2329443805.87,2329.4438,2329443805.87,0.0000,0.00,2024-07-02 10:04:57,2729.3049,47348.0,47348040.4,0.00,Close,54.66,
105,1,1,,CCCV Chg,00:52:00,00:52:00,49.9972,54.5922,43.3330,43333048.89,43.3330,43333048.89,0.0000,0.00,2352.1886,2352188620.80,2352.1886,2352188620.80,0.0000,0.00,2024-07-02 10:05:27,2729.4560,47892.3,47892270.8,0.00,Close,55.19,
106,1,1,,CCCV Chg,00:52:30,00:52:30,49.9992,54.5990,43.7497,43749714.49,43.7497,43749714.49,0.0000,0.00,2374.9363,2374936348.44,2374.9363,2374936348.44,0.0000,0.00,2024-07-02 10:05:57,2729.9074,61274.4,61274352.9,0.00,Close,55.72,
107,1,1,,CCCV Chg,00:53:00,00:53:00,49.9989,54.6069,44.1664,44166377.24,44.1664,44166377.24,0.0000,0.00,2397.6875,2397687534.93,2397.6875,2397687534.93,0.0000,0.00,2024-07-02 10:06:27,2730.2849,52742.1,52742121.0,0.00,Close,56.25,
108,1,1,,CCCV Chg,00:53:30,00:53:30,50.0002,54.6156,44.5830,44583045.69,44.5830,44583045.69,0.0000,0.00,2420.4418,2420441816.18,2420.4418,2420441816.18,0.0000,0.00,2024-07-02 10:06:57,2730.7915,47892.9,47892924.6,0.00,Close,56.78,
109,1,1,,CCCV Chg,00:54:00,00:54:00,49.9963,54.6203,44.9997,44999711.29,44.9997,44999711.29,0.0000,0.00,2443.1988,2443198828.09,2443.1988,2443198828.09,0.0000,0.00,2024-07-02 10:07:27,2730.8129,88652.3,88652255.3,0.00,Close,57.32,
110,1,1,,CCCV Chg,00:54:30,00:54:30,49.9994,54.6286,45.4164,45416374.04,45.4164,45416374.04,0.0000,0.00,2465.9588,2465958752.71,2465.9588,2465958752.71,0.0000,0.00,2024-07-02 10:07:57,2731.3950,50200.3,50200332.0,0.00,Close,57.85,
111,1,1,,CCCV Chg,00:55:00,00:55:00,50.0020,54.6357,45.8330,45833039.64,45.8330,45833039.64,0.0000,0.00,2488.7216,2488721590.04,2488.7216,2488721590.04,0.0000,0.00,2024-07-02 10:08:27,2731.8948,58685.3,58685295.8,0.00,Close,58.38,
112,1,1,,CCCV Chg,00:55:30,00:55:30,49.9997,54.6390,46.2497,46249702.40,46.2497,46249702.40,0.0000,0.00,2511.4868,2511486793.96,2511.4868,2511486793.96,0.0000,0.00,2024-07-02 10:08:57,2731.9342,126261.4,126261441.1,0.00,Close,58.91,
113,1,1,,CCCV Chg,00:56:00,00:56:00,50.0008,54.6436,46.6664,46666365.16,46.6664,46666365.16,0.0000,0.00,2534.2540,2534254000.36,2534.2540,2534254000.36,0.0000,0.00,2024-07-02 10:09:27,2732.2221,90578.9,90578859.9,0.00,Close,59.44,
114,1,1,,CCCV Chg,00:56:30,00:56:30,50.0015,54.6515,47.0830,47083027.91,47.0830,47083027.91,0.0000,0.00,2557.0241,2557024119.47,2557.0241,2557024119.47,0.0000,0.00,2024-07-02 10:09:57,2732.6548,52742.1,52742121.0,0.00,Close,59.97,
115,1,1,,CCCV Chg,00:57:00,00:57:00,49.9992,54.6567,47.4997,47499693.51,47.4997,47499693.51,0.0000,0.00,2579.7968,2579796787.20,2579.7968,2579796787.20,0.0000,0.00,2024-07-02 10:10:27,2732.7907,80128.0,80128000.0,0.00,Close,60.50,
116,1,1,,CCCV Chg,00:57:30,00:57:30,50.0003,54.6618,47.9164,47916361.96,47.9164,47916361.96,0.0000,0.00,2602.5716,2602571639.47,2602.5716,2602571639.47,0.0000,0.00,2024-07-02 10:10:57,2733.1053,81699.7,81699695.0,0.00,Close,61.03,
117,1,1,,CCCV Chg,00:58:00,00:58:00,50.0026,54.6672,48.3330,48333021.87,48.3330,48333021.87,0.0000,0.00,2625.3483,2625348312.18,2625.3483,2625348312.18,0.0000,0.00,2024-07-02 10:11:27,2733.5005,77159.2,77159242.8,0.00,Close,61.56,
118,1,1,,CCCV Chg,00:58:30,00:58:30,50.0050,54.6715,48.7497,48749681.78,48.7497,48749681.78,0.0000,0.00,2648.1272,2648127169.42,2648.1272,2648127169.42,0.0000,0.00,2024-07-02 10:11:57,2733.8489,96897.7,96897653.7,0.00,Close,62.09,
119,1,1,,CCCV Chg,00:59:00,00:59:00,49.9999,54.6755,49.1663,49166347.38,49.1663,49166347.38,0.0000,0.00,2670.9080,2670908029.16,2670.9080,2670908029.16,0.0000,0.00,2024-07-02 10:12:27,2733.7717,104166.4,104166400.0,0.00,Close,62.62,
120,1,1,,CCCV Chg,00:59:30,00:59:30,49.9986,54.6804,49.5830,49583012.98,49.5830,49583012.98,0.0000,0.00,2693.6905,2693690527.29,2693.6905,2693690527.29,0.0000,0.00,2024-07-02 10:12:57,2733.9424,85033.8,85033795.9,0.00,Close,63.15,
121,1,1,,CCCV Chg,01:00:00,01:00:00,50.0061,54.6866,49.9997,49999672.89,49.9997,49999672.89,0.0000,0.00,2716.4748,2716474845.87,2716.4748,2716474845.87,0.0000,0.00,2024-07-02 10:13:27,2734.6636,67203.2,67203211.5,0.00,Close,63.68,
122,1,1,,CCCV Chg,01:00:30,01:00:30,49.9959,54.6895,50.4163,50416344.18,50.4163,50416344.18,0.0000,0.00,2739.2612,2739261166.93,2739.2612,2739261166.93,0.0000,0.00,2024-07-02 10:13:57,2734.2524,143679.8,143679754.8,0.00,Close,64.21,
123,1,1,,CCCV Chg,01:01:00,01:01:00,49.9974,54.6949,50.8330,50833009.78,50.8330,50833009.78,0.0000,0.00,2762.0495,2762049490.49,2762.0495,2762049490.49,0.0000,0.00,2024-07-02 10:14:27,2734.6039,77160.3,77160296.3,0.00,Close,64.75,
124,1,1,,CCCV Chg,01:01:30,01:01:30,50.0012,54.7010,51.2497,51249669.69,51.2497,51249669.69,0.0000,0.00,2784.8402,2784840180.62,2784.8402,2784840180.62,0.0000,0.00,2024-07-02 10:14:57,2735.1145,68304.9,68304903.5,0.00,Close,65.28,
125,1,1,,CCCV Chg,01:02:00,01:02:00,50.0029,54.7058,51.6663,51666335.29,51.6663,51666335.29,0.0000,0.00,2807.6331,2807633055.29,2807.6331,2807633055.29,0.0000,0.00,2024-07-02 10:15:27,2735.4470,86805.3,86805333.3,0.00,Close,65.81,
126,1,1,,CCCV Chg,01:02:30,01:02:30,49.9993,54.7117,52.0830,52082995.20,52.0830,52082995.20,0.0000,0.00,2830.4279,2830427932.44,2830.4279,2830427932.44,0.0000,0.00,2024-07-02 10:15:57,2735.5483,70620.3,70620323.9,0.00,Close,66.34,
127,1,1,,CCCV Chg,01:03:00,01:03:00,49.9996,54.7125,52.4997,52499666.49,52.4997,52499666.49,0.0000,0.00,2853.2244,2853224448.00,2853.2244,2853224448.00,0.0000,0.00,2024-07-02 10:16:27,2735.6015,520839.1,520839111.1,0.00,Close,66.87,
128,1,1,,CCCV Chg,01:03:30,01:03:30,49.9990,54.7195,52.9163,52916326.40,52.9163,52916326.40,0.0000,0.00,2876.0231,2876023148.09,2876.0231,2876023148.09,0.0000,0.00,2024-07-02 10:16:57,2735.9197,59522.8,59522844.4,0.00,Close,67.40,
129,1,1,,CCCV Chg,01:04:00,01:04:00,50.0013,54.7250,53.3330,53332992.00,53.3330,53332992.00,0.0000,0.00,2898.8240,2898824032.71,2898.8240,2898824032.71,0.0000,0.00,2024-07-02 10:17:27,2736.3217,75757.4,75757381.8,0.00,Close,67.93,
130,1,1,,CCCV Chg,01:04:30,01:04:30,50.0006,54.7297,53.7497,53749657.60,53.7497,53749657.60,0.0000,0.00,2921.6267,2921626737.78,2921.6267,2921626737.78,0.0000,0.00,2024-07-02 10:17:57,2736.5184,88652.3,88652255.3,0.00,Close,68.46,
131,1,1,,CCCV Chg,01:05:00,01:05:00,50.0002,54.7350,54.1663,54166323.20,54.1663,54166323.20,0.0000,0.00,2944.4314,2944431445.33,2944.4314,2944431445.33,0.0000,0.00,2024-07-02 10:18:27,2736.7631,78616.2,78616150.9,0.00,Close,68.99,
132,1,1,,CCCV Chg,01:05:30,01:05:30,49.9990,54.7402,54.5830,54582988.80,54.5830,54582988.80,0.0000,0.00,2967.2389,2967238883.56,2967.2389,2967238883.56,0.0000,0.00,2024-07-02 10:18:57,2736.9558,80128.0,80128000.0,0.00,Close,69.52,
133,1,1,,CCCV Chg,01:06:00,01:06:00,50.0000,54.7459,54.9997,54999654.40,54.9997,54999654.40,0.0000,0.00,2990.0487,2990048688.36,2990.0487,2990048688.36,0.0000,0.00,2024-07-02 10:19:27,2737.2945,73099.2,73099228.1,0.00,Close,70.05,
134,1,1,,CCCV Chg,01:06:30,01:06:30,50.0006,54.7511,55.4163,55416314.31,55.4163,55416314.31,0.0000,0.00,3012.8603,3012860313.60,3012.8603,3012860313.60,0.0000,0.00,2024-07-02 10:19:57,2737.5889,80126.9,80126906.0,0.00,Close,70.58,
135,1,1,,CCCV Chg,01:07:00,01:07:00,50.0011,54.7588,55.8330,55832985.60,55.8330,55832985.60,0.0000,0.00,3035.6745,3035674487.47,3035.6745,3035674487.47,0.0000,0.00,2024-07-02 10:20:27,2737.9980,54113.2,54113154.4,0.00,Close,71.11,
136,1,1,,CCCV Chg,01:07:30,01:07:30,50.0019,54.7635,56.2497,56249651.20,56.2497,56249651.20,0.0000,0.00,3058.4912,3058491209.96,3058.4912,3058491209.96,0.0000,0.00,2024-07-02 10:20:57,2738.2818,88652.3,88652255.3,0.00,Close,71.64,
137,1,1,,CCCV Chg,01:08:00,01:08:00,50.0023,54.7686,56.6663,56666316.80,56.6663,56666316.80,0.0000,0.00,3081.3101,3081310116.98,3081.3101,3081310116.98,0.0000,0.00,2024-07-02 10:21:27,2738.5543,81699.1,81699137.3,0.00,Close,72.18,
138,1,1,,CCCV Chg,01:08:30,01:08:30,49.9982,54.7742,57.0830,57082976.71,57.0830,57082976.71,0.0000,0.00,3104.1316,3104131572.62,3104.1316,3104131572.62,0.0000,0.00,2024-07-02 10:21:57,2738.6120,74403.6,74403555.6,0.00,Close,72.71,
139,1,1,,CCCV Chg,01:09:00,01:09:00,50.0034,54.7801,57.4996,57499642.31,57.4996,57499642.31,0.0000,0.00,3126.9556,3126955576.89,3126.9556,3126955576.89,0.0000,0.00,2024-07-02 10:22:27,2739.1923,70621.3,70621288.1,0.00,Close,73.24,
140,1,1,,CCCV Chg,01:09:30,01:09:30,50.0043,54.7883,57.9163,57916313.60,57.9163,57916313.60,0.0000,0.00,3149.7829,3149782857.96,3149.7829,3149782857.96,0.0000,0.00,2024-07-02 10:22:57,2739.6517,50813.6,50813571.8,0.00,Close,73.77,
141,1,1,,CCCV Chg,01:10:00,01:10:00,49.9990,54.7939,58.3330,58332973.51,58.3330,58332973.51,0.0000,0.00,3172.6123,3172612323.56,3172.6123,3172612323.56,0.0000,0.00,2024-07-02 10:23:27,2739.6397,74403.6,74403555.6,0.00,Close,74.30,
142,1,1,,CCCV Chg,01:10:30,01:10:30,50.0023,54.7993,58.7496,58749633.42,58.7496,58749633.42,0.0000,0.00,3195.4443,3195444337.78,3195.4443,3195444337.78,0.0000,0.00,2024-07-02 10:23:57,2740.0927,77159.2,77159242.8,0.00,Close,74.83,
143,1,1,,CCCV Chg,01:11:00,01:11:00,50.0030,54.8067,59.1663,59166299.02,59.1663,59166299.02,0.0000,0.00,3218.2789,3218278900.62,3218.2789,3218278900.62,0.0000,0.00,2024-07-02 10:24:27,2740.5000,56306.2,56306162.2,0.00,Close,75.36,
144,1,1,,CCCV Chg,01:11:30,01:11:30,49.9959,54.8143,59.5830,59582964.62,59.5830,59582964.62,0.0000,0.00,3241.1171,3241117104.36,3241.1171,3241117104.36,0.0000,0.00,2024-07-02 10:24:57,2740.4919,54824.4,54824421.1,0.00,Close,75.89,
145,1,1,,CCCV Chg,01:12:00,01:12:00,50.0014,54.8197,59.9996,59999630.22,59.9996,59999630.22,0.0000,0.00,3263.9575,3263957492.62,3263.9575,3263957492.62,0.0000,0.00,2024-07-02 10:25:27,2741.0628,77160.3,77160296.3,0.00,Close,76.42,
146,1,1,,CCCV Chg,01:12:30,01:12:30,50.0017,54.8282,60.4163,60416295.82,60.4163,60416295.82,0.0000,0.00,3286.8012,3286801157.69,3286.8012,3286801157.69,0.0000,0.00,2024-07-02 10:25:57,2741.5027,49019.5,49019482.4,0.00,Close,76.95,
147,1,1,,CCCV Chg,01:13:00,01:13:00,49.9996,54.8343,60.8330,60832961.42,60.8330,60832961.42,0.0000,0.00,3309.6474,3309647371.38,3309.6474,3309647371.38,0.0000,0.00,2024-07-02 10:26:27,2741.6903,68305.8,68305836.1,0.00,Close,77.48,
148,1,1,,CCCV Chg,01:13:30,01:13:30,49.9974,54.8427,61.2496,61249621.33,61.2496,61249621.33,0.0000,0.00,3332.4969,3332496861.87,3332.4969,3332496861.87,0.0000,0.00,2024-07-02 10:26:57,2741.9924,49602.4,49602370.4,0.00,Close,78.01,
149,1,1,,CCCV Chg,01:14:00,01:14:00,50.0015,54.8515,61.6663,61666286.93,61.6663,61666286.93,0.0000,0.00,3355.3489,3355348900.98,3355.3489,3355348900.98,0.0000,0.00,2024-07-02 10:27:27,2742.6567,47348.4,47348363.6,0.00,Close,78.54,
150,1,1,,CCCV Chg,01:14:30,01:14:30,50.0027,54.8572,62.0830,62082952.53,62.0830,62082952.53,0.0000,0.00,3378.2046,3378204580.98,3378.2046,3378204580.98,0.0000,0.00,2024-07-02 10:27:57,2743.0087,73099.2,73099228.1,0.00,Close,79.07,
151,1,1,,CCCV Chg,01:15:00,01:15:00,49.9988,54.8646,62.4996,62499612.44,62.4996,62499612.44,0.0000,0.00,3401.0628,3401062809.60,3401.0628,3401062809.60,0.0000,0.00,2024-07-02 10:28:27,2743.1620,56305.4,56305393.4,0.00,Close,79.61,
152,1,1,,CCCV Chg,01:15:30,01:15:30,49.9993,54.8716,62.9163,62916278.04,62.9163,62916278.04,0.0000,0.00,3423.9247,3423924679.11,3423.9247,3423924679.11,0.0000,0.00,2024-07-02 10:28:57,2743.5410,59523.7,59523657.1,0.00,Close,80.14,
153,1,1,,CCCV Chg,01:16:00,01:16:00,49.9916,54.8812,63.3329,63332943.64,63.3329,63332943.64,0.0000,0.00,3446.7898,3446789825.42,3446.7898,3446789825.42,0.0000,0.00,2024-07-02 10:29:27,2743.6017,43402.7,43402666.7,0.00,Close,80.67,
154,1,1,,CCCV Chg,01:16:30,01:16:30,50.0003,54.8901,63.7496,63749603.56,63.7496,63749603.56,0.0000,0.00,3469.6586,3469658612.62,3469.6586,3469658612.62,0.0000,0.00,2024-07-02 10:29:57,2744.5220,46815.7,46815720.3,0.00,Close,81.20,
155,1,1,,CCCV Chg,01:17:00,01:17:00,50.0017,54.8984,64.1663,64166269.16,64.1663,64166269.16,0.0000,0.00,3492.5310,3492531040.71,3492.5310,3492531040.71,0.0000,0.00,2024-07-02 10:30:27,2745.0155,50200.7,50200674.7,0.00,Close,81.73,
156,1,1,,CCCV Chg,01:17:30,01:17:30,49.9972,54.9077,64.5829,64582929.07,64.5829,64582929.07,0.0000,0.00,3515.4071,3515407109.69,3515.4071,3515407109.69,0.0000,0.00,2024-07-02 10:30:57,2745.2318,44802.1,44802141.0,0.00,Close,82.26,
157,1,1,,CCCV Chg,01:18:00,01:18:00,49.9965,54.9153,64.9996,64999594.67,64.9996,64999594.67,0.0000,0.00,3538.2865,3538286455.47,3538.2865,3538286455.47,0.0000,0.00,2024-07-02 10:31:27,2745.5733,54824.4,54824421.1,0.00,Close,82.79,
158,1,1,,CCCV Chg,01:18:30,01:18:30,49.9988,54.9265,65.4163,65416260.27,65.4163,65416260.27,0.0000,0.00,3561.1698,3561169806.22,3561.1698,3561169806.22,0.0000,0.00,2024-07-02 10:31:57,2746.2569,37202.3,37202285.7,0.00,Close,83.32,
159,1,1,,CCCV Chg,01:19:00,01:19:00,50.0008,54.9383,65.8329,65832925.87,65.8329,65832925.87,0.0000,0.00,3584.0579,3584057890.13,3584.0579,3584057890.13,0.0000,0.00,2024-07-02 10:32:27,2746.9595,35310.6,35310644.1,0.00,Close,83.85,
160,1,1,,CCCV Chg,01:19:30,01:19:30,49.9993,54.9450,66.2496,66249585.78,66.2496,66249585.78,0.0000,0.00,3606.9500,3606949979.02,3606.9500,3606949979.02,0.0000,0.00,2024-07-02 10:32:57,2747.2126,62188.0,62188046.4,0.00,Close,84.38,
161,1,1,,CCCV Chg,01:20:00,01:20:00,50.0044,54.9566,66.6663,66666251.38,66.6663,66666251.38,0.0000,0.00,3629.8461,3629846072.89,3629.8461,3629846072.89,0.0000,0.00,2024-07-02 10:33:27,2748.0696,35919.4,35919448.3,0.00,Close,84.91,
162,1,1,,CCCV Chg,01:20:30,01:20:30,50.0019,54.9687,67.0829,67082905.60,67.0829,67082905.60,0.0000,0.00,3652.7469,3652746899.91,3652.7469,3652746899.91,0.0000,0.00,2024-07-02 10:33:57,2748.5383,34434.2,34434233.2,0.00,Close,85.44,
163,1,1,,CCCV Chg,01:21:00,01:21:00,49.9993,54.9804,67.4996,67499571.20,67.4996,67499571.20,0.0000,0.00,3675.6525,3675652460.09,3675.6525,3675652460.09,0.0000,0.00,2024-07-02 10:34:27,2748.9788,35612.4,35612444.4,0.00,Close,85.97,
164,1,1,,CCCV Chg,01:21:30,01:21:30,49.9984,54.9934,67.9162,67916236.80,67.9162,67916236.80,0.0000,0.00,3698.5638,3698563845.69,3698.5638,3698563845.69,0.0000,0.00,2024-07-02 10:34:57,2749.5837,32051.2,32051200.0,0.00,Close,86.50,
165,1,1,,CCCV Chg,01:22:00,01:22:00,49.9997,55.0071,68.3329,68332896.71,68.3329,68332896.71,0.0000,0.00,3721.4807,3721480692.62,3721.4807,3721480692.62,0.0000,0.00,2024-07-02 10:35:27,2750.3407,30413.1,30413132.2,0.00,Close,87.03,
166,1,1,,CCCV Chg,01:22:30,01:22:30,49.9978,55.0218,68.7496,68749556.62,68.7496,68749556.62,0.0000,0.00,3744.4034,3744403364.98,3744.4034,3744403364.98,0.0000,0.00,2024-07-02 10:35:57,2750.9684,28344.2,28344211.6,0.00,Close,87.57,
167,1,1,,CCCV Chg,01:23:00,01:23:00,50.0001,55.0377,69.1662,69166216.53,69.1662,69166216.53,0.0000,0.00,3767.3322,3767332226.84,3767.3322,3767332226.84,0.0000,0.00,2024-07-02 10:36:27,2751.8933,26205.0,26205025.9,0.00,Close,88.10,
168,1,1,,CCCV Chg,01:23:30,01:23:30,50.0005,55.0550,69.5829,69582876.44,69.5829,69582876.44,0.0000,0.00,3790.2673,3790267278.22,3790.2673,3790267278.22,0.0000,0.00,2024-07-02 10:36:57,2752.7797,24084.4,24084387.9,0.00,Close,88.63,
169,1,1,,CCCV Chg,01:24:00,01:24:00,50.0021,55.0677,69.9995,69999542.04,69.9995,69999542.04,0.0000,0.00,3813.2089,3813208883.20,3813.2089,3813208883.20,0.0000,0.00,2024-07-02 10:37:27,2753.5006,32808.3,32808315.0,0.00,Close,89.16,
170,1,1,,CCCV Chg,01:24:30,01:24:30,49.9991,55.0866,70.4162,70416201.96,70.4162,70416201.96,0.0000,0.00,3836.1578,3836157769.96,3836.1578,3836157769.96,0.0000,0.00,2024-07-02 10:37:57,2754.2788,22045.5,22045497.9,0.00,Close,89.69,
171,1,1,,CCCV Chg,01:25:00,01:25:00,50.0021,55.1073,70.8329,70832867.56,70.8329,70832867.56,0.0000,0.00,3859.1139,3859113938.49,3859.1139,3859113938.49,0.0000,0.00,2024-07-02 10:38:27,2755.4802,20128.8,20128772.9,0.00,Close,90.22,
172,1,1,,CCCV Chg,01:25:30,01:25:30,49.9958,55.1257,71.2495,71249521.78,71.2495,71249521.78,0.0000,0.00,3882.0785,3882078481.07,3882.0785,3882078481.07,0.0000,0.00,2024-07-02 10:38:57,2756.0551,22644.3,22644251.2,0.00,Close,90.75,
173,1,1,,CCCV Chg,01:26:00,01:26:00,50.0003,55.1470,71.6662,71666187.38,71.6662,71666187.38,0.0000,0.00,3905.0514,3905051397.69,3905.0514,3905051397.69,0.0000,0.00,2024-07-02 10:39:27,2757.3682,19561.8,19561765.3,0.00,Close,91.28,
174,1,1,,CCCV Chg,01:26:30,01:26:30,49.9998,55.1706,72.0828,72082841.60,72.0828,72082841.60,0.0000,0.00,3928.0341,3928034144.71,3928.0341,3928034144.71,0.0000,0.00,2024-07-02 10:39:57,2758.5184,17654.8,17654839.9,0.00,Close,91.81,
175,1,1,,CCCV Chg,01:27:00,01:27:00,50.0036,55.1961,72.4995,72499507.20,72.4995,72499507.20,0.0000,0.00,3951.0267,3951026722.13,3951.0267,3951026722.13,0.0000,0.00,2024-07-02 10:40:27,2760.0043,16339.8,16339827.5,0.00,Close,92.34,
176,1,1,,CCCV Chg,01:27:30,01:27:30,50.0018,55.2254,72.9162,72916167.11,72.9162,72916167.11,0.0000,0.00,3974.0306,3974030586.31,3974.0306,3974030586.31,0.0000,0.00,2024-07-02 10:40:57,2761.3705,14220.5,14220474.8,0.00,Close,92.87,
177,1,1,,CCCV Chg,01:28:00,01:28:00,49.9969,55.2560,73.3328,73332821.33,73.3328,73332821.33,0.0000,0.00,3997.0465,3997046465.42,3997.0465,3997046465.42,0.0000,0.00,2024-07-02 10:41:27,2762.6309,13616.2,13616151.1,0.00,Close,93.40,
178,1,1,,CCCV Chg,01:28:30,01:28:30,49.9989,55.2929,73.7495,73749481.24,73.7495,73749481.24,0.0000,0.00,4020.0769,4020076908.09,4020.0769,4020076908.09,0.0000,0.00,2024-07-02 10:41:57,2764.5853,11291.6,11291596.5,0.00,Close,93.93,
179,1,1,,CCCV Chg,01:29:00,01:29:00,49.9982,55.3322,74.1661,74166146.84,74.1661,74166146.84,0.0000,0.00,4043.1234,4043123370.67,4043.1234,4043123370.67,0.0000,0.00,2024-07-02 10:42:27,2766.5093,10602.2,10602178.1,0.00,Close,94.46,
180,1,1,,CCCV Chg,01:29:30,01:29:30,49.9965,55.3783,74.5828,74582806.76,74.5828,74582806.76,0.0000,0.00,4066.1877,4066187673.60,4066.1877,4066187673.60,0.0000,0.00,2024-07-02 10:42:57,2768.7217,9038.2,9038175.9,0.00,Close,95.00,
181,1,1,,CCCV Chg,01:30:00,01:30:00,50.0016,55.4360,74.9995,74999455.29,74.9995,74999455.29,0.0000,0.00,4089.2735,4089273457.78,4089.2735,4089273457.78,0.0000,0.00,2024-07-02 10:43:27,2771.8909,7220.9,7220945.1,0.00,Close,95.53,
182,1,1,,CCCV Chg,01:30:30,01:30:30,49.9987,55.4980,75.4161,75416126.58,75.4161,75416126.58,0.0000,0.00,4112.3840,4112384000.00,4112.3840,4112384000.00,0.0000,0.00,2024-07-02 10:43:57,2774.8295,6720.5,6720504.7,0.00,Close,96.06,
183,1,1,,CCCV Chg,01:31:00,01:31:00,49.9986,55.5747,75.8328,75832780.80,75.8328,75832780.80,0.0000,0.00,4135.5229,4135522941.16,4135.5229,4135522941.16,0.0000,0.00,2024-07-02 10:44:27,2778.6572,5432.3,5432258.4,0.00,Close,96.59,
184,1,1,,CCCV Chg,01:31:30,01:31:30,50.0005,55.6700,76.2494,76249446.40,76.2494,76249446.40,0.0000,0.00,4158.6979,4158697927.11,4158.6979,4158697927.11,0.0000,0.00,2024-07-02 10:44:57,2783.5295,4372.1,4372146.9,0.00,Close,97.12,
185,1,1,,CCCV Chg,01:32:00,01:32:00,49.9954,55.7891,76.6661,76666117.69,76.6661,76666117.69,0.0000,0.00,4181.9170,4181916967.82,4181.9170,4181916967.82,0.0000,0.00,2024-07-02 10:45:27,2789.2000,3498.5,3498499.5,0.00,Close,97.65,
186,1,1,,CCCV Chg,01:32:30,01:32:30,50.0014,55.9455,77.0828,77082771.91,77.0828,77082771.91,0.0000,0.00,4205.1935,4205193534.58,4205.1935,4205193534.58,0.0000,0.00,2024-07-02 10:45:57,2797.3533,2664.0,2664029.6,0.00,Close,98.18,
187,1,1,,CCCV Chg,01:33:00,01:33:00,50.0003,56.1635,77.4994,77499437.51,77.4994,77499437.51,0.0000,0.00,4228.5469,4228546924.09,4228.5469,4228546924.09,0.0000,0.00,2024-07-02 10:46:27,2808.1902,1911.3,1911310.1,0.00,Close,98.71,
